                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    298,                0.72281,                0.64318,                 1.2757,                0.75185,                0.73466,                0.77452,                0.54194,                  1.136,                0.99292,                 2.0093,             0.00082388,             0.00082388,             0.00082388
                    299,                0.73291,                0.65184,                 1.2874,                0.75572,                0.81818,                0.75043,                0.53005,                 1.1278,                0.96353,                 1.9629,             0.00081992,             0.00081992,             0.00081992
                    300,                0.75127,                0.67251,                 1.3188,                0.71661,                0.78788,                0.79806,                0.57521,                 1.1733,                 0.9697,                 2.0023,             0.00081596,             0.00081596,             0.00081596
                    301,                0.73306,                0.65507,                 1.2935,                0.77171,                0.66667,                0.75188,                0.53315,                 1.1307,                 1.0057,                 1.9825,               0.000812,               0.000812,               0.000812
                    302,                0.73806,                  0.628,                 1.2838,                0.77093,                0.66667,                0.74655,                0.52692,                  1.198,                 1.0621,                  2.082,             0.00080804,             0.00080804,             0.00080804
                    303,                0.73436,                0.62485,                 1.2811,                0.76293,                0.75758,                0.79727,                0.57993,                 1.1129,                0.93745,                 1.8995,             0.00080408,             0.00080408,             0.00080408
                    304,                  0.744,                0.63895,                 1.2996,                0.71982,                0.87879,                 0.8496,                0.60333,                  1.232,                0.85797,                 2.0845,             0.00080012,             0.00080012,             0.00080012
                    305,                0.72711,                0.61871,                 1.2846,                0.75757,                0.75755,                0.78679,                0.57279,                 1.1103,                0.95405,                 1.9224,             0.00079616,             0.00079616,             0.00079616
                    306,                0.71712,                0.62957,                 1.2751,                0.79995,                0.69697,                0.76832,                0.55343,                 1.0543,                 1.0036,                 1.8257,              0.0007922,              0.0007922,              0.0007922
                    307,                0.71241,                0.65683,                 1.2711,                 0.8178,                0.63636,                0.75078,                0.53531,                 1.1089,                 1.0729,                 1.8571,             0.00078824,             0.00078824,             0.00078824
                    308,                0.72603,                0.64327,                 1.2786,                0.73268,                0.72727,                0.80239,                0.54844,                 1.1959,                0.99437,                 2.0261,             0.00078428,             0.00078428,             0.00078428
                    309,                 0.7306,                0.63356,                  1.293,                0.75879,                0.75758,                0.80084,                 0.5875,                 1.0991,                0.89106,                 1.8899,             0.00078032,             0.00078032,             0.00078032
                    310,                0.71445,                0.65288,                 1.2788,                0.81286,                0.66667,                0.80861,                0.56362,                 1.1701,                 1.0667,                 1.9979,             0.00077636,             0.00077636,             0.00077636
                    311,                0.71297,                0.63695,                 1.2656,                0.82723,                0.69697,                0.79928,                 0.5782,                 1.1222,                 1.0381,                 1.9007,              0.0007724,              0.0007724,              0.0007724
                    312,                0.72004,                0.61945,                 1.2708,                0.71259,                0.87879,                0.84668,                0.57255,                    1.2,                0.93044,                 2.0723,             0.00076844,             0.00076844,             0.00076844
                    313,                0.73556,                0.65191,                 1.2805,                0.81732,                0.63636,                0.80266,                0.55308,                 1.2024,                 1.0184,                 2.0963,             0.00076448,             0.00076448,             0.00076448
